frame,zone1_ratio,zone2_ratio,zone3_ratio,zone4_ratio,zone5_ratio
1,0.8576667,0.14233333,0.0,0.0,0.0
2,0.84866667,0.1491111,0.0022222223,0.0,0.0
3,0.84794444,0.14627777,0.0057777776,0.0,0.0
4,0.84794444,0.1455,0.0065555554,0.0,0.0
5,0.8478889,0.14483333,0.007277778,0.0,0.0
6,0.8478889,0.14411111,0.008,0.0,0.0
7,0.8478889,0.14344445,0.008666666,0.0,0.0
8,0.8478889,0.14305556,0.009055556,0.0,0.0
9,0.8478889,0.14261112,0.0095,0.0,0.0
10,0.8478889,0.14244445,0.009666666,0.0,0.0
11,0.8478889,0.14233333,0.009777778,0.0,0.0
12,0.8478889,0.14183334,0.010277778,0.0,0.0
13,0.8478889,0.14172222,0.010388889,0.0,0.0
14,0.8478889,0.1415,0.010611111,0.0,0.0
15,0.8478889,0.14127778,0.010833333,0.0,0.0
16,0.84783334,0.14105555,0.011111111,0.0,0.0
17,0.84783334,0.14077778,0.011388889,0.0,0.0
18,0.8477778,0.14077778,0.011444445,0.0,0.0
19,0.8476667,0.14072222,0.011611111,0.0,0.0
20,0.8476667,0.14061111,0.011722222,0.0,0.0
21,0.8476667,0.14038889,0.011944445,0.0,0.0
22,0.8476667,0.14027777,0.012055555,0.0,0.0
23,0.8475556,0.14033334,0.012111112,0.0,0.0
24,0.8475,0.14033334,0.012166667,0.0,0.0
25,0.8475,0.14027777,0.012222222,0.0,0.0
26,0.8475,0.14022222,0.012277778,0.0,0.0
27,0.8475,0.14016667,0.0123333335,0.0,0.0
28,0.84727776,0.14033334,0.012388889,0.0,0.0
29,0.8472222,0.14033334,0.012444444,0.0,0.0
30,0.8472222,0.14022222,0.012555555,0.0,0.0
31,0.8471111,0.14027777,0.012611111,0.0,0.0
32,0.847,0.14027777,0.012722222,0.0,0.0
33,0.847,0.14022222,0.012777777,0.0,0.0
34,0.847,0.14011112,0.012888889,0.0,0.0
35,0.847,0.14011112,0.012888889,0.0,0.0
36,0.84694445,0.14016667,0.012888889,0.0,0.0
37,0.8467778,0.14027777,0.012944444,0.0,0.0
38,0.8466667,0.14027777,0.0130555555,0.0,0.0
39,0.8464444,0.14033334,0.013222222,0.0,0.0
40,0.8464444,0.14022222,0.013333334,0.0,0.0
41,0.8462778,0.14038889,0.013333334,0.0,0.0
42,0.8462222,0.14038889,0.013388889,0.0,0.0
43,0.84605557,0.14044444,0.0135,0.0,0.0
44,0.84605557,0.14033334,0.013611111,0.0,0.0
45,0.84594446,0.14038889,0.013666667,0.0,0.0
46,0.8458889,0.14033334,0.013777778,0.0,0.0
47,0.84583336,0.14027777,0.013888889,0.0,0.0
48,0.84566665,0.14044444,0.013888889,0.0,0.0
49,0.84555554,0.14055556,0.013888889,0.0,0.0
50,0.84555554,0.14055556,0.013888889,0.0,0.0
51,0.84544444,0.14066666,0.013888889,0.0,0.0
52,0.8453889,0.14066666,0.013944444,0.0,0.0
53,0.84533334,0.14072222,0.013944444,0.0,0.0
54,0.84522223,0.14083333,0.013944444,0.0,0.0
55,0.8450556,0.14083333,0.014111111,0.0,0.0
56,0.8449444,0.14088888,0.014166667,0.0,0.0
57,0.84488887,0.14094445,0.014166667,0.0,0.0
58,0.8447222,0.14105555,0.014222222,0.0,0.0
59,0.84455556,0.14116667,0.014277778,0.0,0.0
60,0.8445,0.1411111,0.014388889,0.0,0.0
61,0.8442778,0.14122222,0.0145,0.0,0.0
62,0.8442778,0.14105555,0.014666666,0.0,0.0
63,0.8442778,0.141,0.014722222,0.0,0.0
64,0.8441667,0.1411111,0.014722222,0.0,0.0
65,0.844,0.14127778,0.014722222,0.0,0.0
66,0.8438333,0.14144444,0.014722222,0.0,0.0
67,0.8437222,0.14144444,0.014833333,0.0,0.0
68,0.8436111,0.14155556,0.014833333,0.0,0.0
69,0.84355557,0.14161111,0.014833333,0.0,0.0
70,0.8435,0.14161111,0.014888889,0.0,0.0
71,0.84344447,0.14161111,0.014944444,0.0,0.0
72,0.8433889,0.14166667,0.014944444,0.0,0.0
73,0.84327775,0.14172222,0.015,0.0,0.0
74,0.843,0.142,0.015,0.0,0.0
75,0.8118333,0.17261112,0.015555556,0.0,0.0
76,0.8032778,0.16316667,0.033555556,0.0,0.0
77,0.8021111,0.15588889,0.042,0.0,0.0
78,0.8017222,0.15461111,0.0435,1.6666666E-4,0.0
79,0.8015556,0.15416667,0.04411111,1.6666666E-4,0.0
80,0.80127776,0.154,0.044555556,1.6666666E-4,0.0
81,0.8004444,0.15411112,0.045222223,2.2222222E-4,0.0
82,0.79966664,0.15433334,0.04561111,2.7777778E-4,1.1111111E-4
83,0.7986111,0.15505555,0.045944445,2.7777778E-4,1.1111111E-4
84,0.7976111,0.15583333,0.046166666,1.1111111E-4,2.7777778E-4
85,0.7965,0.15666667,0.046444446,5.5555556E-5,3.3333333E-4
86,0.7955,0.15722223,0.046833333,1.1111111E-4,3.3333333E-4
87,0.79444444,0.158,0.047111113,5.5555556E-5,3.8888888E-4
88,0.79316664,0.15894444,0.047444444,5.5555556E-5,3.8888888E-4
89,0.79116666,0.16033334,0.048055556,5.5555556E-5,3.8888888E-4
90,0.7901111,0.16083333,0.048611112,5.5555556E-5,3.8888888E-4
91,0.7888889,0.16166666,0.048944443,1.1111111E-4,3.8888888E-4
92,0.7873333,0.16283333,0.04927778,1.1111111E-4,4.4444445E-4
93,0.7861111,0.16361111,0.04961111,2.2222222E-4,4.4444445E-4
94,0.78522223,0.16416667,0.049777776,3.3333333E-4,5.0E-4
95,0.78405553,0.16505556,0.050055556,2.2222222E-4,6.111111E-4
96,0.78216666,0.1665,0.050444443,2.7777778E-4,6.111111E-4
97,0.78022224,0.16805555,0.050833333,2.7777778E-4,6.111111E-4
98,0.7783333,0.16977778,0.051,2.7777778E-4,6.111111E-4
99,0.7766111,0.171,0.051444445,3.3333333E-4,6.111111E-4
