frame,zone1_ratio,zone2_ratio,zone3_ratio,zone4_ratio,zone5_ratio
1,0.855,0.145,0.0,0.0,0.0
2,0.8463333,0.15205556,0.0016111111,0.0,0.0
3,0.84594446,0.14816667,0.005888889,0.0,0.0
4,0.84583336,0.148,0.0061666667,0.0,0.0
5,0.84583336,0.1475,0.006666667,0.0,0.0
6,0.84583336,0.14694445,0.007222222,0.0,0.0
7,0.84583336,0.14661111,0.0075555556,0.0,0.0
8,0.84583336,0.146,0.008166667,0.0,0.0
9,0.84583336,0.14544444,0.008722222,0.0,0.0
10,0.84583336,0.14483333,0.009333333,0.0,0.0
11,0.84583336,0.14455555,0.009611111,0.0,0.0
12,0.84583336,0.14427778,0.009888889,0.0,0.0
13,0.84583336,0.144,0.0101666665,0.0,0.0
14,0.84583336,0.14372222,0.010444445,0.0,0.0
15,0.84577775,0.14327778,0.010944445,0.0,0.0
16,0.8457222,0.14327778,0.011,0.0,0.0
17,0.84566665,0.14316666,0.011166667,0.0,0.0
18,0.8456111,0.14316666,0.011222222,0.0,0.0
19,0.84555554,0.14305556,0.011388889,0.0,0.0
20,0.8455,0.143,0.0115,0.0,0.0
21,0.8455,0.143,0.0115,0.0,0.0
22,0.8455,0.143,0.0115,0.0,0.0
23,0.8455,0.14294444,0.011555555,0.0,0.0
24,0.8455,0.14283334,0.011666667,0.0,0.0
25,0.8455,0.14277777,0.011722222,0.0,0.0
26,0.8453889,0.14277777,0.011833333,0.0,0.0
27,0.8453889,0.14277777,0.011833333,0.0,0.0
28,0.84533334,0.14266667,0.012,0.0,0.0
29,0.84533334,0.14255555,0.012111112,0.0,0.0
30,0.84533334,0.1425,0.012166667,0.0,0.0
31,0.84533334,0.14233333,0.0123333335,0.0,0.0
32,0.84533334,0.14216666,0.0125,0.0,0.0
33,0.84533334,0.14194444,0.012722222,0.0,0.0
34,0.84533334,0.14188889,0.012777777,0.0,0.0
35,0.84533334,0.14183334,0.012833334,0.0,0.0
36,0.84533334,0.14177778,0.012888889,0.0,0.0
37,0.84522223,0.14188889,0.012888889,0.0,0.0
38,0.84522223,0.14172222,0.0130555555,0.0,0.0
39,0.8451667,0.14177778,0.0130555555,0.0,0.0
40,0.8451667,0.14172222,0.013111111,0.0,0.0
41,0.8451667,0.14172222,0.013111111,0.0,0.0
42,0.845,0.14183334,0.013166667,0.0,0.0
43,0.845,0.14183334,0.013166667,0.0,0.0
44,0.845,0.14183334,0.013166667,0.0,0.0
45,0.8449444,0.14188889,0.013166667,0.0,0.0
46,0.84488887,0.14183334,0.0132777775,0.0,0.0
47,0.8447222,0.142,0.0132777775,0.0,0.0
48,0.84466666,0.14205556,0.0132777775,0.0,0.0
49,0.84466666,0.14205556,0.0132777775,0.0,0.0
50,0.84444445,0.14227778,0.0132777775,0.0,0.0
51,0.84433335,0.14227778,0.013388889,0.0,0.0
52,0.84433335,0.14227778,0.013388889,0.0,0.0
53,0.8442778,0.14216666,0.013555556,0.0,0.0
54,0.8442778,0.142,0.013722222,0.0,0.0
